,,,Chantal Organic Wholesalers 2013 Ltd,,,,,,,,,,,,,Catalogue,
290BA04,,Basil Dried 40g,,,,,,EA,India,,AQ,,12.00,,$1.65,$1.90,
290BAY02,,Bay leaves Dried 20g,,,,,,EA,Turkey,,AQ,,12.00,,$3.15,$3.62,
290BAY1,,Bay Leaves Laurel 1kg,,,,,,EA,Turkey,,AQ,,12.00,,$83.50,$96.03,
290BAY040,,Bay Leaves Laurel 40gm,,,,,,EA,Turkey,,AQ,,12.00,,$5.00,$5.75,
290CS1,,Caraway Seed 1kg,,,,,,EA,India,,AQ,,12.00,,$15.00,$17.25,
280CY08,,Caraway Seed 80g,,,,,,EA,Egypt,,AQ,,12.00,,$2.46,$2.83,
280CAG1,,Cardamon Seed Ground 1kg,,,,,,EA,India,,AQ,,12.00,,$50.00,$57.50,
280CAG250,,Cardamon Seed Ground 250gm,,,,,,EA,India,,AQ,,12.00,,$12.50,$14.38,
280CES1,,Celery Seed 1kg,,,,,,EA,,,,,12.00,,$5.95,$6.84,
280CES03,,Celery Seed 300g,,,,,,EA,,,,,12.00,,$2.85,$3.28,
280CHP1,,Chili Powder 1kg,,,,,,EA,India,,,,12.00,,$9.95,$11.44,
280CHP250,,Chili Powder 250gm,,,,,,EA,India,,,,12.00,,$3.50,$4.03,
280CHP02,,Chilli Powder 200g,,,,,,EA,India,,,,12.00,,$3.00,$3.45,
290CH1,,Chives 1kg,,,,,,EA,,,,,12.00,,$53.00,$60.95,
280CIP01,,Cinnamon Powder 100g,,,,,,EA,Indonesia,,AQ,,12.00,,$2.55,$2.93,
280CIP1,,Cinnamon Powder 1kg,,,,,,EA,Indonesia,,AQ,,12.00,,$12.95,$14.89,+
280CIQ05,,Cinnamon Quills 500gm,,,,,,EA,Indonesia,,AQ,,12.00,,$11.45,$13.17,
280CIQ08,,Cinnamon Quills 50g,,,,,,EA,Indonesia,,AQ,,12.00,,$3.20,$3.68,
280COG900,,Coriander Ground 900g,,,,,,EA,India,,,,12.00,,$7.40,$8.51,
280CORS05,,Coriander Seed 50g,,,,,,EA,India,,AQ,,12.00,,$1.75,$2.01,
280COW500,,Coriander Seed Whole 500gm,,,,,,EA,India,,,,12.00,,$6.00,$6.90,
280COW1,,Coriander Whole 1kg,,,,,,EA,India,,,,12.00,,$9.25,$10.64,
280CUP010,,Cumin Powder 100g,,,,,,EA,India,,AQ,,12.00,,$2.70,$3.11,
280CUP01,,Cumin Powder 1kg,,,,,,EA,India,,AQ,,12.00,,$15.00,$17.25,
280CUS06,,Cumin Seed 60g,,,,,,EA,India,,AQ,,12.00,,$2.22,$2.55,
280CL016,,Curry Leaf 160g,,,,,,EA,India,,,,12.00,,$3.20,$3.68,
280CL004,,Curry Leaf 40g,,,,,,EA,India,,,,12.00,,$1.90,$2.19,
280CMT1,,Curry Mix Tandoori 1kg limited,,,,,,EA,India,,,,12.00,,$16.65,$19.15,
280CPH250,,Curry powder Hot 250gm,,,,,,EA,India,,,,12.00,,$4.90,$5.64,
280CUR01,,Curry Powder Mild 100g,,,,,,EA,India,,AQ,,12.00,,$2.32,$2.67,
280CPM1,,Curry Powder Mild 1kg,,,,,,EA,India,,,,12.00,,$16.65,$19.15,
290DA1,,Dandelion 1kg,,,,,,EA,,,,,1.00,,$0.00,$0.00,
290DI1,,Dill 1kg,,,,,,EA,,,,,12.00,,$23.00,$26.45,
290DI055,,Dill 550g,,,,,,EA,,,,,12.00,,$11.20,$12.88,
290DI07,,Dill 70g,,,,,,EA,,,,,12.00,,$2.95,$3.39,
290FES1,,Fennel seed 1kg,,,,,,EA,,,,,12.00,,$5.20,$5.98,
280FS06,,Fennel Seed 60g,,,,,,EA,India,,AQ,,12.00,,$1.80,$2.07,
290FEG1,,Fennel Seed Ground 1kg,,,,,,EA,India,,AQ,,12.00,,$6.40,$7.36,
290FEG250,,Fennel Seed Ground 250g,,,,,,EA,,,,,12.00,,$5.35,$6.15,
280FG01,,Fenugreek Seed 100g,,,,,,EA,India,,AQ,,12.00,,$1.80,$2.07,
280GM250,,Garam Masala 250gm,,,,,,EA,,,,,12.00,,$4.90,$5.64,
280GF014,,Garlic Flakes 140g,,,,,,EA,India,,AQ,,12.00,,$2.95,$3.39,
280GF06,,Garlic Flakes 600g,,,,,,EA,India,,AQ,,12.00,,$7.70,$8.86,
280GARF8,,Garlic Flakes 800g,,,,,,EA,India,,AQ,,1.00,,$5.95,$6.84,
280GARG01,,Garlic Granules 100g,,,,,,EA,India,,AQ,,12.00,,$2.07,$2.38,
280GARG8,,Garlic Granules 800g,,,,,,EA,India,,AQ,,1.00,,$6.30,$7.25,
280GO180,,Garlic Powder 180g,,,,,,EA,India,,AQ,,12.00,,$3.30,$3.80,
280GO0200,,Garlic Powder 200g,,,,,,EA,India,,AQ,,12.00,,$3.30,$3.80,
290HL04,,Hawthorn Leaf 40g,,,,,,EA,,,,,12.00,,$2.20,$2.53,
290HL250,,Hawthorne Leaf 250gm,,,,,,EA,,,,,12.00,,$5.90,$6.79,
280MW1,,Mace Whole 1kg,,,,,,EA,,,,,12.00,,$35.65,$41.00,
280MW04,,Mace Whole 400gm,,,,,,EA,,,,,12.00,,$15.00,$17.25,
290MA1,,Marjoram 1kg,,,,,,EA,India,,,,12.00,,$22.00,$25.30,
280ONF4,,Onion Flakes 400g,,,,,,EA,,,,,1.00,,$4.85,$5.58,
280ONG1,,Onion Granules 1kg,,,,,,EA,,,,,1.00,,$10.60,$12.19,
290OP1,,Onion Powder 1kg,,,,,,EA,,,,,12.00,,$8.15,$9.37,
290OR04,,Oregano 400gm,,,,,,EA,,,,,12.00,,$7.20,$8.28,
280ARP1,,Organic Arrowroot Powder 1kg,,,,,,EA,,,,,12.00,,$8.30,$9.55,
280CUP015,,Organic Cumin Powder 150g,,,,,,EA,India,,AQ,,12.00,,$3.30,$3.80,
280CUS013,,Organic Cumin Seed 130g,,,,,,EA,India,,AQ,,12.00,,$3.05,$3.51,
280CUS1,,Organic Cumin Seed 1kg,,,,,,EA,,,,,12.00,,$13.05,$15.01,
280FG1,,Organic Fenugreek 1kg,,,,,,EA,,,,,1.00,,$4.90,$5.64,
280FTBP08,,Organic FT Black Pepper Corns 80g,,,,,,EA,India,,AQ,,12.00,,$3.81,$4.38,
280FTBPG1,,Organic FT Black Pepper Ground 1kg,,,,,,EA,India,,AQ,,1.00,,$31.00,$35.65,
280FTBP1,,Organic FT Black Pepper Whole 1kg,,,,,,EA,,,,,1.00,,$28.20,$32.43,
280CAW015,,Organic FT Cardamom Pod  150g,,,,,,EA,Sri Lanka,,AQ,,12.00,,$6.85,$7.88,
280FTCP1,,Organic FT Cardamom Pod  1kg,,,,,,EA,,,,,1.00,,$73.10,$84.07,
280FTCP06,,Organic FT Cardamom Pods 60g,,,,,,EA,India,,AQ,,12.00,,$6.40,$7.36,
280FTCLP015,,Organic FT Clove Powder 150g,,,,,,EA,India,,AQ,,12.00,,$8.77,$10.09,
280FTCL080,,Organic FT Clove Powder 80g,,,,,,EA,India,,AQ,,12.00,,$5.15,$5.92,
280FTCLP1,,Organic FT Cloves Powder 1kg,,,,,,EA,New Zealand,,AQ,,1.00,,$47.50,$54.63,
280FTGP01,,Organic FT Ginger Powder 100g,,,,,,EA,India,,AQ,,12.00,,$2.73,$3.14,
280FTGP1,,Organic FT Ginger Powder 1kg,,,,,,EA,India,,,,12.00,,$13.50,$15.53,
280FTWP08,,Organic FT White Pepper Corns 80g,,,,,,EA,India,,AQ,,12.00,,$4.23,$4.86,
280FTWPG1,,Organic FT White Pepper Ground 1kg,,,,,,EA,India,,AQ,,12.00,,$32.95,$37.89,
280FTWP1,,Organic FT White Pepper Whole 1kg,,,,,,EA,,,,,1.00,,$32.85,$37.78,
280GARP1,,Organic Garlic Powder 800g,,,,,,EA,,,AQ,,12.00,,$6.10,$7.02,
290PA04,,Parsley Dried 400g,,,,,,EA,,,,,12.00,,$12.00,$13.80,
290PE02,,Peppermint 200gm,,,,,,EA,,,,,12.00,,$4.75,$5.46,
280PSP025,,Psyllium Powder 250g,,,,,,EA,India,,AQ,,12.00,,$5.80,$6.67,
290RL100,,Raspberry Leaf 100g,,,,,,EA,,,,,12.00,,$6.65,$7.65,
290RL300,,Raspberry Leaf 300g,,,,,,EA,,,,,12.00,,$6.65,$7.65,
290RL003,,Raspberry Leaf 30g,,,,,,EA,,,,,12.00,,$2.20,$2.53,
280RCF45,,Red Chilli Flakes 450g,,,,,,EA,,,,,1.00,,$6.55,$7.53,
280RCF05,,Red Chilli Flakes 50g,,,,,,EA,India,,AQ,,12.00,,$2.09,$2.40,
280RCP1,,Red Chilli Powder 1KG,,,,,,EA,,,,,10.00,,$11.75,$13.51,
290RO500,,Rosemary 500gm,,,,,,EA,,,,,12.00,,$4.00,$4.60,
290RO01,,Rosemary Dried 100g,,,,,,EA,,,,,12.00,,$2.80,$3.22,
290SA01,,Sage 100g,,,,,,EA,,,,,12.00,,$4.20,$4.83,
290SA45,,Sage 450g,,,,,,EA,,,,,12.00,,$14.00,$16.10,
290SA003,,Sage Dried 30g,,,,,,EA,,,,,12.00,,$2.30,$2.65,
290SAV015,,Savory 150g,,,,,,EA,,,,,12.00,,$6.60,$7.59,
290SAV05,,Savory 500g,,,,,,EA,,,,,12.00,,$18.80,$21.62,
290SAV06,,Savoury Dried 60g,,,,,,EA,,,,,12.00,,$3.35,$3.85,
290TA05,,Tarragon 500g Dragon Leaf,,,,,,EA,,,,,12.00,,$30.00,$34.50,
290TA080,,Tarragon Dried 80g,,,,,,EA,,,,,12.00,,$5.85,$6.73,
290TH1,,Thyme 1kg,,,,,,EA,,,,,12.00,,$14.00,$16.10,
290TH075,,Thyme 750g,,,,,,EA,,,,,12.00,,$12.35,$14.20,
290TH09,,Thyme 90g,,,,,,EA,,,,,12.00,,$2.95,$3.39,
280TP1,,Turmeric Powder 1kg,,,,,,EA,Indonesia,,AQ,,12.00,,$14.65,$16.85,+
280TP06,,Turmeric Powder 60g,,,,,,EA,India,,AQ,,12.00,,$1.82,$2.09,
280VB454,,Vanilla Beans 454gm,,,,,,EA,Indonesia,,AQ,,12.00,,$99.50,$114.43,
290YA1,,Yarrow 1kg,,,,,,EA,,,,,1.00,,$0.00,$0.00,
Spreads,,,,,,,,,,,,,,,,,
130AJ250,,Apricot Jam 250g,,,,,,EA,China,,AQ,,12.00,,$3.45,$3.97,
130PJ250,,Black Doris Plum Jam 250g NZ Fruit,,,,,,EA,New Zealand,,AQ,,12.00,,$3.45,$3.97,
130BJ250,,Blackberry Jam 250g,,,,,,EA,China,,AQ,,12.00,,$3.45,$3.97,
130BCJ250,,Blackcurrant Jam NZ 250g,,,,,,EA,New Zealand,,AQ,,12.00,,$4.30,$4.95,
130BBJ250,,Blueberry Jam NZ 250g,,,,,,EA,New Zealand,,AQ,,12.00,,$4.30,$4.95,
130CJ250,,Cherry Jam NZ 250g,,,,,,EA,New Zealand,,AQ,,12.00,,$4.30,$4.95,
100CPC400,,Classic Crunchy Peanut Butter 400gm,,,,,,EA,China,,AQ,,12.00,,$4.95,$5.69,
100CPC700,,Classic Crunchy Peanut Butter 700gm,,,,,,EA,China,,AQ,,6.00,,$7.65,$8.80,
100CPS400,,Classic Smooth Peanut Butter 400gm,,,,,,EA,China,,AQ,,12.00,,$4.95,$5.69,
100CPS700,,Classic Smooth Peanut Butter 700gm,,,,,,EA,China,,AQ,,6.00,,$7.65,$8.80,
130RJ250,,Raspberry Jam 250g,,,,,,EA,China,,AQ,,12.00,,$4.05,$4.66,
110TH390,,Tahini Hulled 390g,,,,,,EA,Mexico,,AQ,,12.00,,$5.65,$6.50,
110TL390,,Tahini Light 390g,,,,,,EA,Mexico,,AQ,,12.00,,$5.65,$6.50,
110TU390,,Tahini Unhulled 390g,,,,,,EA,Mexico,,AQ,,12.00,,$5.65,$6.50,
110TW400,,Tahini Whole 400gm,,,,,,EA,Various,,AQ,,12.00,,$5.65,$6.50,
110TW700,,Tahini Whole 700gm,,,,,,EA,Various,,AQ,,6.00,,$8.75,$10.06,
100WPC400,,Whole  Peanut Butter Crunchy 400gm,,,,,,EA,China,,AQ,,12.00,,$4.95,$5.69,
100WPC700,,Whole Peanut Butter Crunchy 700gm,,,,,,EA,China,,AQ,,6.00,,$7.65,$8.80,
100WPS400,,Whole Peanut Butter Smooth 400gm,,,,,,EA,China,,AQ,,12.00,,$4.95,$5.69,
100WPS700,,Whole Peanut Butter Smooth 700gm,,,,,,EA,China,,AQ,,6.00,,$7.65,$8.80,
Sweeteners,,,,,,,,,,,,,,,,,
320AS250,,Apple Syrup 250ml,,,,,,EA,New Zealand,,AQ,,12.00,,$4.40,$5.06,
320AS500,,Apple Syrup 500ml,,,,,,EA,New Zealand,,AQ,,12.00,,$7.10,$8.17,
304CS250,,Chantal Carob Syrup 250 ml,,,,,,EA,Australia,,AQ,,12.00,,$10.15,$11.67,
400SB1,,Organic Brown Sugar 1kg,,,,,,EA,India,,,,12.00,,$4.30,$4.95,
400SB05,,Organic Brown Sugar 500g,,,,,,EA,India,,,,12.00,,$2.80,$3.22,
400SW1,,Organic White Sugar 1.1kg,,,,,,EA,India,,,,12.00,,$4.30,$4.95,
400SW05,,Organic White Sugar 550g,,,,,,EA,India,,,,12.00,,$2.80,$3.22,
400RS500,,Rice Syrup 500g,,,,,,EA,Pakistan,,AQ,,12.00,,$3.95,$4.54,
400RS900,,Rice Syrup 900g,,,,,,EA,Pakistan,,AQ,,6.00,,$6.10,$7.02,
400GSFT1.25,,Sugar Golden FTO 1.25kg,,,,,,EA,India,,AQ,,12.00,,$4.50,$5.18,+
400GSFT550,,Sugar Golden FTO 550g,,,,,,EA,India,,AQ,,12.00,,$2.90,$3.34,+
Vinegar,,,,,,,,,,,,,,,,,
180CV500,,Apple Cider Vinegar 500ml,,,,,,EA,New Zealand,,AQ,,12.00,,$3.95,$4.54,
180CV2,,Cider Vinegar 2 lt,,,,,,EA,New Zealand,,AQ,,1.00,,$7.75,$8.91,
180B250,,Modena Balsamic 250ml,,,,,,EA,Italy,,AQ,,12.00,,$8.10,$9.32,
Retail Non Organic,,,,,,,,,,,,,,,,,
Baking,,,,,,,,,,,,,,,,,
520CB1,,Ola Cacao Beans Raw - 1 Kg,,,,,,EA,Samoa,,Natural,,1.00,,$29.90,$34.39,
520CB200,,Ola Cacao Beans Raw - 200gm,,,,,,EA,Samoa,,Natural,,1.00,,$6.63,$7.62,
520CN100,,Ola Cacao Nibs Raw -100g,,,,,,EA,Samoa,,Natural,,6.00,,$4.23,$4.86,
520CN1,,Ola Cacao Nibs Raw Sundried -1k,,,,,,EA,Samoa,,Natural,,1.00,,$35.10,$40.37,
520RN150,,Ola Cacao Nibs ROASTED - 150gm,,,,,,EA,Samoa,,Natural,,1.00,,$5.10,$5.87,
Bathroom \ pegs,,,,,,,,,,,,,,,,,
331GOCB,,Go Bamboo Cottonbuds - 200's,,,,,,EA,China,,Natural,,12.00,,$3.00,$3.45,
331GOPG,,Go Bamboo Pegs Wooden,,,,,,EA,China,,Natural,,12.00,,$2.45,$2.82,
331GOTBA,,Go Bamboo Tooth Brush - Adult,,,,,,EA,China,,Natural,,25.00,,$2.45,$2.82,
331GOTBC,,Go Bamboo Tooth Brush - Child,,,,,,EA,China,,Natural,,25.00,,$2.45,$2.82,
331VB,,Go Bamboo Vege Brush,,,,,,EA,China,,,,1.00,,$5.20,$5.98,
331ES15,,Natural Epsom Salts 1.5KG,,,,,,EA,China,,Natural,,12.00,,$2.92,$3.36,
340TU6,,Safe Toilet Tissue Unbleached 6 pack,,,,,,EA,Various,,,,,,$3.95,$4.54,
340TW6,,Safe Toilet Tissue White 6 Pack,,,,,,EA,,,,,12.00,,$3.95,$4.54,
Beverage RTD,,,,,,,,,,,,,,,,,
171A2,,Apple Juice 2L natural,,,,,,EA,New Zealand,,Natural,,6.00,,$4.95,$5.69,
170AAP1,,Chantal Apple and Apricot Juice 1L,,,,,,EA,New Zealand,,Natural,,9.00,,$3.95,$4.54,
170ACR1,,Chantal Apple and Cherry Juice 1L,,,,,,EA,New Zealand,,Natural,,9.00,,$3.95,$4.54,
170ACB1,,Chantal Apple and Cranberry Juice 1L,,,,,,EA,New Zealand,,Natural,,9.00,,$3.95,$4.54,
170ADP1,,Chantal Apple and Doris Plum Juice 1L,,,,,,EA,New Zealand,,Natural,,9.00,,$3.95,$4.54,
171AP1,,Chantal Apple and Pear Juice Natural 1L,,,,,,EA,New Zealand,,Natural,,9.00,,$3.95,$4.54,
171AP2,,Chantal Apple and Pear Juice Natural 2L,,,,,,EA,New Zealand,,Natural,,6.00,,$4.95,$5.69,
171APG1,,Chantal Apple Pear and Ginger Juice 1L,,,,,,EA,New Zealand,,Natural,,12.00,,$3.95,$4.54,
171P1,,Chantal Organic Pear Juice 1L,,,,,,EA,New Zealand,,Natural,,6.00,,$3.95,$4.54,
171P2,,Chantal Organic Pear Juice 2L,,,,,,EA,New Zealand,,Natural,,6.00,,$4.95,$5.69,
171GR1,,Chantal Red Grape Juice Natural 1L,,,,,,EA,New Zealand,,Natural,,12.00,,$7.70,$8.86,
Cereal / Breakfast,,,,,,,,,,,,,,,,,
211AA750,,Grainola Apricot & Almond 750gm,,,,,,EA,Various,,Natural,,12.00,,$6.80,$7.82,
211GZ750,,Grainola Ginger Zest 750gm,,,,,,EA,Various,,Natural,,12.00,,$6.80,$7.82,
211SB750,,Muesli Swiss Bircher 750gm,,,,,,EA,Various,,Natural,,12.00,,$6.25,$7.19,
Coffee Tea,,,,,,,,,,,,,,,,,
223CDB1,,Chantal FT Coffee Dark Roast Bean 1kg,,,,,,EA,New Zealand,,,,10.00,,$22.00,$25.30,
223CDB25,,Chantal FT Coffee Dark Roast Bean 250,,,,,,EA,New Zealand,,,,12.00,,$5.95,$6.84,+
223CDP1,,CHANTAL FT Coffee Dark Roast Plunger 1kg,,,,,,EA,New Zealand,,,,10.00,,$22.00,$25.30,+
223CDP250,,CHANTAL FT Coffee Dark Roast Plunger 250,,,,,,EA,New Zealand,,,,12.00,,$5.95,$6.84,
223CGP25,,CHANTAL FT Coffee Gold Plunger 250g,,,,,,EA,New Zealand,,,,12.00,,$5.95,$6.84,
223CGP1,,CHANTAL FT Coffee Gold Roast Plunger 1kg,,,,,,EA,New Zealand,,,,10.00,,$22.00,$25.30,+
223CGB1,,CHANTAL FT Coffee Golden Roast Beans 1kg,,,,,,EA,New Zealand,,,,12.00,,$22.00,$25.30,+
223CGB250,,CHANTAL FT Coffee Golden Roast Beans 250,,,,,,EA,New Zealand,,,,12.00,,$5.95,$6.84,
Dry bean \ Pulse,,,,,,,,,,,,,,,,,
002CP05,,Chickpeas NZ Natural 500g,,,,,,EA,New Zealand,,Natural,,12.00,,$2.70,$3.11,
051FGL1,,French Green Lentil Natural 1kg,,,,,,EA,New Zealand,,Natural,,12.00,,$5.75,$6.61,
051FGL05,,French Green Lentil Natural 500g,,,,,,EA,New Zealand,,Natural,,12.00,,$3.60,$4.14,
002SO1,,Soya Beans 1kg - Natural,,,,,,EA,New Zealand,,Natural,,12.00,,$5.30,$6.10,
Fruit Dry,,,,,,,,,,,,,,,,,
018PD1,,Banana Pitcairn Island Diced 100 g,,,,,,EA,Pitcairn,,Natural,,1.00,,$3.20,$3.68,
081BPD1,,Banana Pitcairn Island Diced 1kg,,,,,,EA,Pitcairn,,Natural,,1.00,,$29.00,$33.35,
018PD2,,Banana Pitcairn Island Diced 200 g,,,,,,EA,Pitcairn,,Natural,,1.00,,$6.40,$7.36,
081BPW3,,Banana Pitcairn Island Halves 300g- Nat,,,,,,EA,Pitcairn,,Natural,,1.00,,$6.40,$7.36,
081BPW1,,Banana Pitcairn Island Whole 1kg,,,,,,EA,Pitcairn,,Natural,,1.00,,$29.00,$33.35,
081PA3,,Papaya - Natural - 200gm,,,,,,EA,Pitcairn,,Natural,,1.00,,$5.60,$6.44,
Health Powder,,,,,,,,,,,,,,,,,
391BP01,,Beetroot Powder 100g,,,,,,EA,New Zealand,,Natural,,12.00,,$10.25,$11.79,-
391BRP01,,Broccoli Powder 100g,,,,,,EA,New Zealand,,AQ,,12.00,,$10.25,$11.79,-
391CP01,,Carrot Powder 100g,,,,,,EA,New Zealand,,Natural,,12.00,,$10.25,$11.79,-
391K100,,Kale Powder 100g,,,,,,EA,New Zealand,,,,12.00,,$10.25,$11.79,-
391K1,,Kale Powder Natural 1kg,,,,,,EA,New Zealand,,Natural,,10.00,,$96.50,$110.98,+
391SE70,,Slippery Elm 70g,,,,,,EA,United States,,Natural,,12.00,,$6.53,$7.51,
Salt,,,,,,,,,,,,,,,,,
420SC400,,Sea Salt  Coarse 400gm,,,,,,EA,New Zealand,,Natural,,12.00,,$2.20,$2.53,
420SC750,,Sea Salt Coarse 750gm,,,,,,EA,New Zealand,,Natural,,12.00,,$3.20,$3.68,
420SF400,,Sea Salt Fine 400gm,,,,,,EA,New Zealand,,Natural,,12.00,,$2.20,$2.53,
420SF750,,Sea Salt Fine 750gm,,,,,,EA,New Zealand,,Natural,,12.00,,$3.20,$3.68,
420SAF150,,Sea Salt Flakes 150gm,,,,,,EA,New Zealand,,Natural,,12.00,,$5.00,$5.75,
420SAF04,,Sea Salt Flakes 400g,,,,,,EA,New Zealand,,Natural,,12.00,,$10.70,$12.31,
Seeds,,,,,,,,,,,,,,,,,
040AA250,,Alfalfa Seed 250g,,,,,,EA,New Zealand,,Natural,,12.00,,$4.95,$5.69,
041MR1,,Mustard Seed Red 1 kg,,,,,,KG,New Zealand,,,,12.00,,$4.40,$5.06,
041MR200,,Mustard Seed Red 200 g,,,,,,EA,New Zealand,,,,12.00,,$4.40,$5.06,
041PSN04,,Pumpkin Seed NZ 400g,,,,,,EA,,,,,12.00,,$9.60,$11.04,
041PSNZ1,,Pumpkin Seed NZ Natural 1kg,,,,,,EA,New Zealand,,Natural,,12.00,,$20.90,$24.04,
Snack Food,,,,,,,,,,,,,,,,,
520CV50,,Ola Cacao Chocolate with Vanilla - 50g,,,,,,,Samoa,,Natural,,1.00,,$3.70,$4.26,
520C90,,Ola Cacaoccino 100%  - 90gm -,,,,,,EA,Samoa,,Natural,,12.00,,$5.60,$6.44,
Spreads,,,,,,,,,,,,,,,,,
101ABN250,,Almond Butter Natural 230gm,,,,,,EA,Various,,Natural,,12.00,,$8.58,$9.87,
451B1,,Chantal Natural Bush Honey 1 kg,,,,,,EA,New Zealand,,,,1.00,,$16.95,$19.49,
451B5,,Chantal Natural Bush Honey 500 g,,,,,,EA,New Zealand,,,,1.00,,$9.41,$10.82,
451C1,,Chantal Natural Coastal Honey 1 kg,,,,,,EA,,,,,1.00,,$16.95,$19.49,
451C5,,Chantal Natural Coastal Honey 500 g,,,,,,EA,New Zealand,,,,1.00,,$9.41,$10.82,
451M1,,Chantal Natural Manuka Honey 1kg,,,,,,EA,New Zealand,,Natural,,24.00,,$40.00,$46.00,
451M5,,Chantal Natural Manuka Honey 500 gm,,,,,,EA,New Zealand,,Natural,,24.00,,$21.00,$24.15,
451ME1,,Chantal Natural Meadow Honey 1 kg,,,,,,,,,,,1.00,,$16.95,$19.49,
451ME5,,Chantal Natural Meadow Honey 500 gm,,,,,,EA,,,,,1.00,,$9.41,$10.82,
451TT1,,Chantal Natural Ted Tickles Honey 1kg,,,,,,EA,New Zealand,,Natural,,1.00,,$16.95,$19.49,
451TT500,,Chantal Natural Ted Tickles Honey 500,,,,,,EA,New Zealand,,Natural,,1.00,,$9.41,$10.82,
Bulk Uncertified,,,,,,,,,,,,,,,,,
Health Powder,,,,,,,,,,,,,,,,,
391BP1,,Beetroot Powder 1kg,,,,,,,,,,,1.00,,$95.00,$95.00,
391BRPB,,Broccoli Powder Bulk,,,,,,KG,New Zealand,,,,1.00,,$0.00,$0.00,
391SE,,Slippery Elm Bark Powder per kg 20kg,,,,,,KG,United States,,,,1.00,,$67.50,$67.50,
Bulk Organic,,,,,,,,,,,,,,,,,
Animal Food,,,,,,,,,,,,,,,,,
030CW25,,Chook Wheat 25kg /kg,,,,,,KG,New Zealand,,AQ,,1.00,,$2.20,$2.20,-
380HLP25,,Hen Laying Pellets - 25kg sack  /kg,,,,,,KG,New Zealand,,,,1.00,,$1.82,$1.82,
035AOQ25,,Stock Oats 25kg Scalzo BLUE,,,,,,KG,Australia,,NASAA,,1.00,,$1.80,$1.80,
Baking,,,,,,,,,,,,,,,,,
304CP25,,Carob Powder 25 kg,,,,,,KG,SPAIN,,CACEV,,1.00,,$8.20,$8.20,
305CP25,,Cocoa Powder Alkalized 25 kg,,,,,,KG,,,,,1.00,,$15.90,$15.90,
Canned goods,,,,,,,,,,,,,,,,,
244RKB25,,Feger Red Kidney Beans 2.5kg,,,,,,EA,Italy,,EcoGruppo Italia,,6.00,,$8.30,$8.30,
Cereal / Breakfast,,,,,,,,,,,,,,,,,
035OJ3,,Jumbo Oats 3kg,,,,,,EA,Australia,,AQ,,1.00,,$9.90,$9.90,
210GB10,,Just Add Grainola Base 10kg,,,,,,EA,New Zealand,,AQ,,1.00,,$48.75,$48.75,
030BLOB25,,Oat Bran 25 kg BLM,,,,,,KG,Australia,,NASAA,,1.00,,$4.40,$4.40,
030BLJO25,,Oats  Jumbo 25 kg BLM,,,,,,KG,Australia,,NASAA,,1.00,,$2.80,$2.80,
030BLQO25,,Oats  Quick 25 kg BLM,,,,,,KG,Australia,,NASAA,,1.00,,$2.80,$2.80,
035OQ3,,Quick Rolled Oats 3kg,,,,,,EA,Australia,,AQ,,1.00,,$9.90,$9.90,
Dairy,,,,,,,,,,,,,,,,,
